Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,7.10,7.10,2,7.32,7.32,3,7.44,7.44,4,7.56,7.56
1,9.69,16.79,2,9.71,17.03,3,9.67,17.11,4,9.66,17.22
1,9.39,26.18,2,9.26,26.29,3,28.43,45.54,4,31.99,49.21
1,9.50,35.68,2,9.47,35.76,3,18.43,1:03.97,4,17.72,1:06.93
1,9.75,45.425,2,9.69,45.448,3,15.55,1:19.514,4,14.70,1:21.624
