WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
2,7.59,7.59,1,7.37,7.37,3,7.72,7.72
2,9.60,17.19,1,9.36,16.73,3,9.67,17.39
2,8.98,26.17,1,8.91,25.64,3,9.13,26.52
2,9.21,35.38,1,9.01,34.65,3,9.24,35.76
2,9.57,44.95,1,9.31,43.96,3,9.51,45.27
