PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
1,7.35,7.35,4,7.99,7.99,2,7.46,7.46,3,7.67,7.67
1,9.33,16.68,4,9.98,17.97,2,9.42,16.88,3,9.55,17.22
1,8.99,25.67,4,9.43,27.40,2,8.91,25.79,3,9.33,26.55
1,9.14,34.81,4,9.44,36.84,2,9.12,34.91,3,9.48,36.03
1,9.46,44.270,4,9.87,46.701,2,9.41,44.312,3,9.76,45.790
