Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
1,14.170,14.170,4,14.430,14.430,3,14.250,14.250,2,14.240,14.240
4,10.920,25.100,3,10.420,24.860,2,10.510,24.760,1,10.460,24.710
2,10.150,35.250,4,10.580,35.440,1,10.470,35.230,3,10.660,35.380
1,10.210,45.460,4,10.260,45.710,2,10.280,45.520,3,10.200,45.580
2,10.320,55.780,4,10.280,55.990,1,10.180,55.710,3,10.310,55.900
2,10.640,1:06.430,4,10.570,1:06.570,1,10.660,1:06.370,3,10.570,1:06.470
2,10.840,1:17.270,4,10.900,1:17.470,1,10.670,1:17.050,3,10.860,1:17.330
3,10.870,1:28.140,4,10.710,1:28.190,1,10.990,1:28.050,2,10.790,1:28.120
3,11.170,1:39.310,4,11.340,1:39.530,2,11.000,1:39.050,1,10.770,1:38.900
