WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME
1,6.80,6.80,2,6.96,6.96,3,7.14,7.14,4,7.25,7.25
1,8.86,15.66,2,8.94,15.90,3,8.89,16.03,4,8.89,16.14
1,8.61,24.27,2,8.54,24.44,3,8.44,24.47,4,8.51,24.65
1,8.76,33.03,2,8.67,33.11,4,9.25,33.72,3,8.54,33.19
1,8.90,41.923,2,8.93,42.034,4,8.82,42.534,3,8.91,42.096
