Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Aafke SOET POSITION,Aafke SOET LAP TIME,Aafke SOET ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME
2,7.67,7.67,1,7.47,7.47,3,7.81,7.81,4,7.92,7.92
2,10.08,17.75,1,9.80,17.27,3,9.98,17.79,4,9.99,17.91
2,9.71,27.46,1,9.37,26.64,3,9.73,27.52,4,9.72,27.63
2,9.86,37.32,1,9.71,36.35,3,9.83,37.35,4,9.90,37.53
2,10.11,47.426,1,10.05,46.391,4,10.38,47.728,3,10.10,47.629
