Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,9.26,1:01.44,1,9.26,1:01.36,4,9.26,1:01.63,3,9.25,1:01.54
2,9.13,1:10.57,1,9.15,1:10.51,4,9.13,1:10.76,3,9.15,1:10.69
2,9.10,1:19.67,1,9.10,1:19.61,4,9.22,1:19.98,3,9.10,1:19.79
2,9.32,1:28.985,1,9.38,1:28.983,4,9.30,1:29.278,3,9.24,1:29.024
