IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.72,6.72,2,6.91,6.91,4,8.66,8.66,3,7.05,7.05
1,8.75,15.47,2,8.71,15.62,4,9.02,17.68,3,8.71,15.76
1,8.21,23.68,2,8.24,23.86,4,8.58,26.26,3,8.21,23.97
1,8.40,32.08,4,18.17,42.03,3,8.78,35.04,2,8.59,32.56
1,8.69,40.77,4,25.21,1:07.24,2,9.17,44.21,3,22.74,55.30
