SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.50,7.50,2,7.62,7.62,3,7.82,7.82,4,7.91,7.91,5,8.13,8.13
1,9.29,16.79,2,9.27,16.89,4,9.50,17.32,3,9.29,17.20,5,9.32,17.45
1,8.75,25.54,2,8.74,25.63,4,8.90,26.22,3,8.91,26.11,5,8.91,26.36
1,8.86,34.40,2,8.87,34.50,4,8.93,35.15,3,9.00,35.11,5,8.98,35.34
1,8.89,43.29,2,8.88,43.38,3,9.11,44.26,4,9.25,44.368,5,9.16,44.501
