Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.75,6.75,2,6.84,6.84,3,6.92,6.92,4,7.12,7.12
1,8.99,15.74,2,9.01,15.85,3,8.96,15.89,4,9.03,16.16
2,8.49,24.23,1,8.37,24.23,3,8.53,24.42,4,8.43,24.59
2,8.54,32.78,1,8.50,32.73,3,8.42,32.85,4,8.74,33.33
1,8.89,41.665,3,9.05,41.778,2,8.93,41.775,4,9.16,42.489
