LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME
1,13.48,13.48,4,13.66,13.66,3,13.53,13.53,2,13.49,13.49
1,9.94,23.42,3,9.93,23.59,2,9.90,23.44,4,10.17,23.67
2,10.04,33.47,4,10.09,33.68,1,10.00,33.45,3,9.96,33.64
2,9.61,43.09,3,9.58,43.26,4,10.34,43.79,1,9.45,43.09
1,9.78,52.87,2,9.61,52.88,4,9.52,53.31,3,9.80,52.90
1,9.57,1:02.45,2,9.65,1:02.53,4,9.53,1:02.84,3,9.85,1:02.75
1,9.53,1:11.98,2,9.49,1:12.03,4,9.60,1:12.45,3,9.46,1:12.21
1,9.64,1:21.63,2,9.60,1:21.63,4,9.81,1:22.26,3,9.56,1:21.78
1,9.90,1:31.524,0,,DQ,3,10.70,1:32.957,2,10.02,1:31.799
