ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME
2,7.22,7.22,1,6.94,6.94,4,7.44,7.44,3,7.29,7.29
3,9.23,16.45,1,8.82,15.76,4,9.12,16.56,2,9.02,16.31
3,8.69,25.14,1,8.51,24.27,4,8.67,25.23,2,8.58,24.89
3,8.80,33.94,1,8.58,32.85,4,8.85,34.08,2,8.67,33.56
3,9.05,42.99,1,8.85,41.70,4,9.02,43.10,2,9.00,42.56
