Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,7.21,7.21,2,7.34,7.34,4,7.95,7.95,3,7.87,7.87
1,9.62,16.83,2,9.58,16.92,4,9.87,17.82,3,9.68,17.55
1,9.29,26.12,2,9.28,26.20,4,9.12,26.94,3,9.01,26.56
1,9.38,35.50,2,9.40,35.60,4,9.17,36.11,3,9.23,35.79
1,9.56,45.059,2,9.52,45.113,4,9.37,45.477,3,9.39,45.176
