PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME
1,12.59,12.59,3,12.73,12.73,2,12.70,12.70,4,12.85,12.85,5,12.93,12.93
2,9.41,22.00,1,9.12,21.85,3,9.39,22.09,4,9.37,22.22,5,9.40,22.33
1,9.07,31.07,2,9.30,31.15,3,9.16,31.25,4,9.12,31.34,5,9.15,31.48
1,9.34,40.41,2,9.36,40.51,3,9.36,40.61,4,9.38,40.72,5,9.31,40.79
1,9.30,49.71,2,9.33,49.84,3,9.32,49.93,4,9.27,49.99,5,9.36,50.15
1,9.31,59.02,2,9.27,59.11,3,9.28,59.21,4,9.24,59.23,5,9.26,59.41
1,9.01,1:08.03,2,9.05,1:08.16,3,9.15,1:08.36,5,9.34,1:08.57,4,9.06,1:08.47
1,8.76,1:16.79,2,8.76,1:16.92,3,8.75,1:17.11,5,8.79,1:17.36,4,8.85,1:17.32
0,8.83,1:25.62,0,8.76,1:25.68,3,8.85,1:25.96,4,8.68,1:26.04,5,10.04,1:27.36
