FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.19,7.19,3,7.40,7.40,5,7.62,7.62,2,7.30,7.30,3,7.40,7.40
1,9.32,16.51,5,9.68,17.08,4,9.43,17.05,2,9.33,16.63,3,9.56,16.96
1,8.81,25.32,5,9.06,26.14,4,8.78,25.83,2,8.78,25.41,3,8.85,25.81
1,8.93,34.25,5,8.90,35.04,3,8.87,34.70,2,8.96,34.37,4,9.02,34.83
1,9.22,43.47,5,8.95,43.980,2,8.83,43.53,3,9.21,43.565,4,9.03,43.856
