Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Rafal GRYCNER POSITION,Rafal GRYCNER LAP TIME,Rafal GRYCNER ELAPSED TIME,Aleksandr KOVAL POSITION,Aleksandr KOVAL LAP TIME,Aleksandr KOVAL ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Kuandyk SULEYMENOV POSITION,Kuandyk SULEYMENOV LAP TIME,Kuandyk SULEYMENOV ELAPSED TIME
1,13.54,13.54,5,14.48,14.48,4,14.47,14.47,3,13.78,13.78,2,13.78,13.78
1,11.34,24.88,5,11.30,25.78,4,11.09,25.56,3,11.29,25.07,2,11.29,25.07
1,10.46,35.34,3,10.25,36.03,2,10.46,36.02,5,12.45,37.52,4,11.17,36.24
1,9.72,45.06,3,9.41,45.44,4,9.90,45.92,5,10.05,47.57,2,9.10,45.34
1,9.64,54.70,3,9.68,55.12,4,9.68,55.60,5,9.57,57.14,2,9.38,54.72
1,9.37,1:04.07,3,9.47,1:04.59,4,9.18,1:04.78,5,9.38,1:06.52,2,9.51,1:04.23
1,9.31,1:13.38,4,9.52,1:14.11,3,9.06,1:13.84,5,9.38,1:15.90,2,9.40,1:13.63
1,9.06,1:22.44,4,8.96,1:23.07,3,9.13,1:22.97,5,9.82,1:25.72,2,9.17,1:22.80
1,9.37,1:31.808,4,10.08,1:33.144,2,8.92,1:31.883,3,6.53,1:32.243,5,13.03,1:35.824
