Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
1,7.12,7.12,3,7.39,7.39,5,8.03,8.03,2,7.22,7.22,4,7.49,
1,9.22,16.34,3,9.22,16.61,5,9.88,17.91,2,9.21,16.43,4,9.21,
1,8.73,25.07,3,8.59,25.20,5,8.99,26.90,2,8.71,25.14,4,8.63,
1,8.74,33.81,3,8.84,34.04,5,9.28,36.18,2,8.75,33.89,4,8.74,
1,8.95,42.76,3,9.15,43.19,4,9.91,46.09,2,9.00,42.89,5,32.46,
