Ansis ROBS POSITION,Ansis ROBS LAP TIME,Ansis ROBS ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,6.94,6.94,4,7.26,7.26,3,7.24,7.24,1,6.80,6.80
4,9.90,16.84,2,9.32,16.58,3,9.46,16.70,1,9.05,15.85
4,9.50,26.34,3,8.94,25.52,2,8.18,24.88,1,8.95,24.80
4,9.45,35.79,2,8.43,33.95,3,9.16,34.04,1,9.01,33.81
4,10.08,45.869,3,10.02,43.965,2,9.59,43.629,1,9.35,43.152
