BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.74,6.74,3,7.03,7.03,2,6.90,6.90,4,7.15,7.15
1,9.15,15.89,3,9.13,16.16,2,9.13,16.03,4,9.15,16.30
1,8.75,24.64,3,8.64,24.80,2,8.70,24.73,4,8.66,24.96
1,8.85,33.49,3,8.87,33.67,2,8.84,33.57,4,8.85,33.81
1,9.18,42.663,3,9.06,42.726,2,9.14,42.708,4,9.16,42.965
