MAKOVKA Dmytro POSITION,MAKOVKA Dmytro LAP TIME,MAKOVKA Dmytro ELAPSED TIME,STRAATHOF Rutger POSITION,STRAATHOF Rutger LAP TIME,STRAATHOF Rutger ELAPSED TIME,Dejan HORVACKI POSITION,Dejan HORVACKI LAP TIME,Dejan HORVACKI ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME
3,7.847,7.847,1,7.365,7.365,4,8.196,8.196,2,7.721,7.721
3,10.063,17.910,1,9.576,16.941,4,10.693,18.888,2,9.571,17.292
3,9.591,27.500,1,9.442,26.382,4,10.550,29.438,2,9.364,26.656
3,9.717,37.216,2,9.594,35.975,4,10.574,40.012,1,9.251,35.907
3,9.62,46.829,2,9.48,45.454,4,11.12,51.123,1,9.17,45.073
