Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME
1,6.595,6.595,2,6.865,6.865,3,6.882,6.882,4,7.218,7.218
3,9.470,16.064,2,9.014,15.878,1,8.981,15.863,4,9.137,16.354
2,8.755,24.819,3,8.966,24.843,1,8.708,24.571,4,8.827,25.181
1,8.493,33.312,4,8.924,33.767,2,8.960,33.530,3,8.451,33.631
1,9.50,42.806,4,9.44,43.206,2,9.32,42.843,3,9.25,42.877
