Sara BLEKIC POSITION,Sara BLEKIC LAP TIME,Sara BLEKIC ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
4,13.82,13.82,2,13.67,13.67,1,13.56,13.56,5,13.98,13.98,3,13.81,13.81
3,10.25,24.07,2,10.21,23.88,1,10.22,23.78,5,17.17,31.15,4,10.38,24.19
4,10.50,34.57,2,10.30,34.18,1,10.29,34.07,5,12.94,44.09,3,10.15,34.34
4,10.50,45.07,2,10.33,44.51,1,10.38,44.45,5,11.68,55.77,3,10.29,44.63
4,10.50,55.57,3,10.44,54.95,1,10.14,54.59,5,10.89,1:06.66,2,10.19,54.82
4,10.89,1:06.46,3,10.17,1:05.12,1,10.20,1:04.79,5,10.69,1:17.35,2,10.14,1:04.96
4,11.52,1:17.98,3,10.33,1:15.45,1,10.20,1:14.99,5,11.12,1:28.47,2,10.17,1:15.13
4,11.83,1:29.81,3,10.58,1:26.03,1,10.17,1:25.16,5,11.72,1:40.19,2,10.08,1:25.21
4,12.11,1:41.915,3,10.77,1:36.791,2,10.46,1:35.614,5,12.40,1:52.587,1,10.22,1:35.428
