LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME,Alexander DYK STROEMBERG POSITION,Alexander DYK STROEMBERG LAP TIME,Alexander DYK STROEMBERG ELAPSED TIME,Jakov DOMITREK POSITION,Jakov DOMITREK LAP TIME,Jakov DOMITREK ELAPSED TIME,Francesco PALLA POSITION,Francesco PALLA LAP TIME,Francesco PALLA ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,7.13,7.13,5,7.83,7.83,3,7.45,7.45,4,7.58,7.58,2,7.22,7.22
1,9.25,16.38,5,9.77,17.60,4,9.87,17.32,3,9.61,17.19,2,9.32,16.54
1,8.75,25.13,5,9.32,26.92,4,9.56,26.88,3,9.11,26.30,2,8.82,25.36
1,9.06,34.19,4,9.81,36.73,5,10.00,36.88,3,9.49,35.79,2,9.19,34.55
1,9.12,43.307,4,9.88,46.610,5,9.78,46.658,3,9.46,45.248,2,9.34,43.887
