LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,TSAI Ping-Yuan POSITION,TSAI Ping-Yuan LAP TIME,TSAI Ping-Yuan ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
2,6.91,6.91,1,6.85,6.85,3,7.39,7.39,4,7.52,7.52
2,9.29,16.20,1,9.17,16.02,3,9.25,16.64,4,9.37,16.89
2,8.89,25.09,1,8.82,24.84,3,9.19,25.83,4,9.02,25.91
2,8.90,33.99,1,8.93,33.77,4,9.54,35.37,3,9.36,35.27
2,9.40,43.387,1,9.47,43.231,4,9.83,45.193,3,9.59,44.851
