Soo An YOO POSITION,Soo An YOO LAP TIME,Soo An YOO ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
3,13.29,13.29,1,13.09,13.09,2,13.19,13.19,4,13.42,13.42
3,10.22,23.51,1,10.22,23.31,2,10.22,23.41,4,10.12,23.54
4,9.94,33.45,1,9.92,33.23,2,9.90,33.31,3,9.91,33.45
4,9.68,43.13,1,9.63,42.86,2,9.65,42.96,3,9.66,43.11
4,9.45,52.58,1,9.34,52.20,2,9.36,52.32,3,9.34,52.45
4,9.29,1:01.87,1,9.33,1:01.53,2,9.30,1:01.62,3,9.33,1:01.78
4,9.18,1:11.05,1,9.15,1:10.68,2,9.13,1:10.75,3,9.21,1:10.99
4,9.29,1:20.34,1,9.14,1:19.82,2,9.16,1:19.91,3,9.15,1:20.14
4,9.42,1:29.752,1,9.12,1:28.939,2,9.12,1:29.027,3,9.35,1:29.484
