Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME
1,6.93,6.93,3,7.28,7.28,2,7.04,7.04
1,8.90,15.83,3,8.90,16.18,2,8.96,16.00
1,8.47,24.30,3,8.48,24.66,2,8.56,24.56
1,8.64,32.94,3,8.58,33.24,2,8.58,33.14
1,8.87,41.804,3,8.71,41.945,2,8.74,41.878
