PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
1,7.03,7.03,2,7.22,7.22,3,7.40,7.40,4,7.58,7.58
1,9.62,16.65,2,9.52,16.74,4,10.10,17.50,3,9.52,17.10
1,9.28,25.93,2,9.29,26.03,4,9.52,27.02,3,9.28,26.38
1,9.50,35.43,2,9.48,35.51,4,9.65,36.67,3,9.31,35.69
1,9.58,45.007,2,9.60,45.102,4,10.02,46.683,3,9.54,45.230
