Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
4,7.259,7.259,3,7.137,7.137,1,6.796,6.796,2,7.097,7.097
4,9.287,16.545,2,9.097,16.234,1,9.159,15.954,3,9.289,16.386
4,8.746,25.291,3,8.968,25.202,1,8.996,24.950,2,8.664,25.050
4,8.828,34.118,3,8.883,34.085,2,9.009,33.958,1,8.704,33.753
2,8.99,43.108,4,9.52,43.596,3,9.24,43.194,1,9.33,43.075
