SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME
2,7.51,7.51,4,7.63,7.63,1,7.17,7.17,3,7.54,7.54
3,9.88,17.39,4,10.07,17.70,1,9.22,16.39,2,9.68,17.22
2,9.22,26.61,4,9.31,27.01,1,8.86,25.25,3,9.54,26.76
2,9.29,35.90,4,9.64,36.65,1,9.06,34.31,3,9.29,36.05
2,9.41,45.301,4,9.98,46.627,1,9.29,43.595,3,9.34,45.384
