Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,LO Wei-Lin POSITION,LO Wei-Lin LAP TIME,LO Wei-Lin ELAPSED TIME
1,6.773,6.773,3,7.070,7.070,2,7.016,7.016,4,7.234,7.234,5,7.322,7.322
1,9.372,16.144,2,9.183,16.252,3,9.378,16.393,4,9.323,16.556,5,9.454,16.776
1,9.029,25.173,2,9.010,25.262,3,8.930,25.323,4,9.068,25.623,5,9.228,26.004
2,9.267,34.439,1,9.076,34.338,3,9.156,34.479,4,9.000,34.623,5,9.469,35.472
2,9.25,43.680,1,9.26,43.590,4,9.71,44.180,3,9.17,43.792,5,9.79,45.258
