BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME
3,7.91,7.91,1,7.28,7.28,2,7.51,7.51,4,7.97,7.97,5,8.03,8.03
4,10.23,18.14,1,9.35,16.63,2,9.56,17.07,3,9.55,17.52,5,10.21,18.24
4,9.81,27.95,1,8.85,25.48,2,9.06,26.13,3,8.94,26.46,5,9.91,28.15
4,9.96,37.91,1,9.13,34.61,2,9.29,35.42,3,9.07,35.53,5,9.78,37.93
4,10.53,48.424,1,9.45,44.050,2,9.47,44.878,3,9.48,45.000,5,10.57,48.489
