Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME
1,7.14,7.14,2,7.23,7.23
1,9.24,16.38,2,9.24,16.47
1,8.96,25.34,2,9.04,25.51
1,9.05,34.39,2,8.94,34.45
1,9.23,43.612,2,9.25,43.698
