Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
2,7.04,7.04,4,7.26,7.26,1,6.85,6.85,3,7.07,7.07
1,9.18,16.22,4,9.17,16.43,2,9.40,16.26,3,9.28,16.36
1,8.74,24.96,4,9.06,25.49,2,8.95,25.21,3,8.88,25.24
1,9.23,34.20,4,9.97,35.46,2,9.08,34.29,3,9.16,34.41
1,9.37,43.566,4,10.58,46.036,2,9.40,43.685,3,9.32,43.728
