de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
1,14.26,14.26,3,14.54,,4,14.63,14.63,2,14.35,14.35,5,14.73,14.73
1,11.02,25.28,3,10.93,,4,10.92,25.55,2,11.01,25.36,5,10.90,25.63
1,10.88,36.16,3,10.77,,4,10.82,36.37,2,10.86,36.22,5,10.88,36.51
1,9.84,46.00,4,10.06,,3,9.86,46.23,2,9.93,46.15,5,9.93,46.44
1,9.52,55.52,4,9.54,,3,9.49,55.72,2,9.46,55.61,5,9.56,56.00
1,9.67,1:05.19,4,9.64,,3,9.65,1:05.37,2,9.66,1:05.27,5,9.61,1:05.61
1,9.68,1:14.87,3,9.75,,5,10.03,1:15.40,2,9.77,1:15.04,4,9.73,1:15.34
1,9.70,1:24.57,3,9.84,,5,10.17,1:25.57,2,9.98,1:25.02,4,9.90,1:25.24
1,9.79,1:34.36,3,10.26,,4,10.10,1:35.67,5,20.24,1:45.26,2,9.81,1:35.05
