DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME
1,6.85,6.85,2,6.99,6.99,3,7.13,7.13,4,7.33,7.33
1,8.91,15.76,2,8.90,15.89,3,8.84,15.97,4,8.77,16.10
1,8.52,24.28,2,8.47,24.36,3,8.49,24.46,4,8.50,24.60
1,8.65,32.93,2,8.79,33.15,4,8.97,33.43,3,8.82,33.42
1,8.85,41.78,2,8.74,41.877,3,8.51,41.917,4,9.10,42.504
