Attila TARCALI POSITION,Attila TARCALI LAP TIME,Attila TARCALI ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME
0,7.369,7.369,0,7.050,7.050,0,7.127,7.127,0,7.398,7.398
0,9.463,16.832,0,9.338,16.388,0,9.083,16.210,0,9.504,16.902
0,9.140,25.972,0,8.803,25.191,0,9.130,25.340,0,9.299,26.201
0,13.428,39.400,0,9.125,34.316,0,8.964,34.305,0,9.285,35.486
0,12.827,52.227,0,9.162,43.478,0,,,0,9.410,44.896
