Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
2,7.330,7.330,1,6.987,6.987,3,7.400,7.400,4,7.628,7.628
3,10.031,17.360,1,9.587,16.573,2,9.600,17.000,4,9.801,17.428
4,10.042,27.401,1,9.401,25.974,3,9.872,26.872,2,9.180,26.608
4,10.147,37.547,1,9.644,35.618,2,9.007,35.879,3,9.389,35.996
4,10.67,48.208,1,9.89,45.501,2,9.70,45.573,3,9.66,45.653
