KIM Gun Woo POSITION,KIM Gun Woo LAP TIME,KIM Gun Woo ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME
1,6.96,6.96,2,7.08,7.08,4,7.27,7.27,5,7.40,7.40,3,7.19,7.19
1,8.93,15.89,1,8.81,15.89,4,8.87,16.14,5,9.08,16.48,3,8.86,16.05
2,8.33,24.22,1,8.24,24.13,4,8.30,24.44,5,8.40,24.88,3,8.28,24.33
2,8.23,32.45,1,8.23,32.36,4,8.26,32.70,5,8.46,33.34,3,8.21,32.54
1,8.22,40.67,2,8.39,40.75,4,8.42,41.121,5,8.57,41.918,3,8.25,40.79
