KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME
1,6.90,6.90,2,6.91,6.91,3,7.08,7.08,4,7.20,7.20
1,8.86,15.76,2,8.97,15.88,3,8.91,15.99,4,9.01,16.21
1,8.55,24.31,2,8.52,24.40,3,8.45,24.44,4,8.43,24.64
1,8.57,32.88,2,8.61,33.01,3,8.64,33.08,4,8.56,33.20
1,8.80,41.671,3,29.34,1:02.347,0,,PEN,2,17.09,50.282
