CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
4,16.776,16.776,2,16.342,16.342,3,16.433,16.433,1,16.216,16.216
4,11.123,27.898,2,11.023,27.365,1,10.783,27.215,3,11.208,27.424
4,9.699,37.597,2,9.885,37.249,1,9.961,37.175,3,9.925,37.348
3,9.230,46.827,1,9.472,46.721,2,9.567,46.742,4,9.606,46.954
2,9.567,56.393,1,9.574,56.295,4,9.841,56.582,3,9.447,56.401
3,10.014,1:06.406,2,10.009,1:06.303,1,9.554,1:06.136,4,10.018,1:06.418
2,9.437,1:15.843,3,9.606,1:15.909,1,9.695,1:15.830,4,9.499,1:15.916
1,9.710,1:25.553,4,9.851,1:25.759,3,9.833,1:25.663,2,9.711,1:25.627
1,9.92,1:35.468,2,9.80,1:35.554,3,10.08,1:35.738,4,11.49,1:37.109
