Adam KOVACS POSITION,Adam KOVACS LAP TIME,Adam KOVACS ELAPSED TIME,Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
3,6.959,6.959,1,6.695,6.695,4,7.087,7.087,2,6.921,6.921
4,9.461,16.420,1,9.252,15.947,2,8.938,16.025,3,9.149,16.069
4,8.963,25.382,2,8.973,24.920,3,8.897,24.921,1,8.699,24.768
3,9.024,34.406,2,9.327,34.246,1,9.309,34.230,4,18.553,43.320
3,9.92,44.317,2,9.98,44.227,4,21.45,55.678,1,0.30,43.618
