Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
1,7.485,7.485,2,7.715,7.715,5,8.276,8.276,3,7.774,7.774,4,7.788,7.788
1,9.778,17.262,2,9.778,17.492,4,10.531,18.806,5,26.173,33.947,3,9.760,17.548
2,9.628,26.889,1,9.352,26.844,3,10.110,28.916,5,13.875,47.821,4,24.404,41.952
1,9.553,36.442,2,9.760,36.603,3,10.592,39.507,4,11.118,58.939,5,20.090,1:02.041
2,10.23,46.672,1,9.84,46.435,3,10.81,50.316,4,10.91,1:09.845,5,17.17,1:19.207
