Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,Gloria IORIATTI POSITION,Gloria IORIATTI LAP TIME,Gloria IORIATTI ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,LETAI Julie POSITION,LETAI Julie LAP TIME,LETAI Julie ELAPSED TIME
1,7.24,7.24,2,7.60,7.60,3,7.84,,5,8.12,8.12,4,7.88,7.88
1,9.39,16.63,2,9.74,17.34,3,10.16,,5,9.96,18.08,4,10.19,18.07
1,9.07,25.70,2,9.33,26.67,4,9.67,,3,9.04,27.12,5,9.70,27.77
1,9.12,34.82,2,9.46,36.13,5,19.70,,3,9.35,36.47,4,17.27,45.04
1,9.41,44.23,0,,PHOTO,5,17.78,,0,,PHOTO,4,14.07,59.11
