Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
4,13.21,13.21,1,12.80,12.80,2,12.89,12.89,3,13.08,13.08
4,9.70,22.91,1,9.74,22.54,2,9.79,22.68,3,9.71,22.79
4,9.79,32.70,1,9.89,32.43,2,9.86,32.54,3,9.78,32.57
4,9.73,42.43,1,9.70,42.13,2,9.67,42.21,3,9.75,42.32
4,9.88,52.31,1,9.84,51.97,2,9.86,52.07,3,9.81,52.13
4,9.99,1:02.30,1,9.86,1:01.83,3,9.97,1:02.04,2,9.83,1:01.96
4,9.94,1:12.24,1,9.77,1:11.60,3,9.73,1:11.77,2,9.70,1:11.66
4,10.29,1:22.53,3,9.96,1:21.56,1,9.51,1:21.28,2,9.72,1:21.38
4,10.57,1:33.097,3,9.82,1:31.376,1,9.76,1:31.037,2,9.82,1:31.191
