Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME
1,7.06,7.06,2,7.20,7.20,4,7.39,7.39,3,7.21,7.21,5,7.71,7.71
1,8.99,16.05,2,9.32,16.52,4,9.92,17.31,3,9.50,16.71,5,9.89,17.60
1,8.61,24.66,2,8.83,25.35,4,9.73,27.04,3,8.66,25.37,5,9.70,27.30
1,8.85,33.51,3,9.24,34.59,4,9.86,36.90,2,9.01,34.38,5,9.97,37.27
1,9.02,42.526,3,9.48,44.068,4,10.46,47.356,2,9.38,43.751,5,10.19,47.455
