Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,SEO Ho-Jin POSITION,SEO Ho-Jin LAP TIME,SEO Ho-Jin ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME
1,6.7404,6.7404,2,6.7461,6.7461,4,7.3490,7.3490,3,7.0582,7.0582
1,9.1272,15.8676,3,9.7102,16.4563,2,8.9545,16.3035,4,11.5837,18.6419
1,8.7797,24.6473,3,8.5905,25.0468,4,8.8044,25.1079,2,6.2890,24.9309
2,9.1112,33.7585,3,8.8294,33.8762,4,8.9131,34.0210,1,8.6403,33.5712
4,9.58,43.333,3,9.37,43.242,2,8.99,43.009,1,9.37,42.942
