Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
2,13.56,13.56,1,13.50,13.50,3,13.75,13.75,4,13.84,13.84
4,11.02,24.58,1,10.72,24.23,3,10.80,24.55,2,10.53,24.37
4,10.19,34.78,1,10.36,34.59,3,10.18,34.74,2,10.33,34.71
4,9.73,44.51,1,9.71,44.31,3,9.75,44.49,2,9.69,44.40
4,9.77,54.28,1,9.75,54.07,2,9.67,54.17,3,9.86,54.26
3,9.92,1:04.21,1,9.92,1:03.99,2,9.87,1:04.04,4,10.02,1:04.29
3,9.89,1:14.10,1,9.93,1:13.93,2,9.95,1:14.00,4,10.16,1:14.46
3,9.93,1:24.04,1,9.86,1:23.79,2,9.99,1:23.99,4,11.56,1:26.02
3,9.98,1:34.019,1,10.07,1:33.851,2,9.94,1:33.928,4,15.76,1:41.774
