CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.90,6.90,2,7.10,7.10,4,7.31,7.31,3,7.29,7.29
1,9.04,15.94,2,9.36,16.46,3,9.15,16.46,4,9.28,16.58
1,8.81,24.76,2,8.78,25.25,3,8.78,25.25,4,8.70,25.28
1,8.92,33.68,4,9.77,35.02,3,9.15,34.41,2,8.91,34.19
1,9.58,43.260,4,10.10,45.111,3,9.36,43.764,2,9.16,43.350
