Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.67,6.67,3,7.14,7.14,4,7.21,7.21,2,6.93,6.93
1,9.28,15.95,3,9.31,16.45,4,9.37,16.58,2,9.20,16.13
1,8.65,24.60,2,8.28,24.73,4,8.71,25.29,3,8.61,24.74
1,8.63,33.23,3,8.92,33.65,4,8.76,34.05,2,8.84,33.58
1,9.31,42.536,3,9.05,42.695,4,9.00,43.044,2,9.06,42.639
