FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME
4,13.18,13.18,5,13.31,13.31,1,12.87,12.87,2,12.94,12.94,3,13.06,13.06
4,9.62,22.80,5,9.64,22.95,1,9.67,22.54,3,9.77,22.71,2,9.58,22.64
4,9.47,32.27,5,9.57,32.52,2,9.48,32.02,3,9.43,32.14,1,9.28,31.92
4,9.10,41.37,5,9.05,41.57,2,9.15,41.17,3,9.12,41.26,1,9.15,41.07
4,9.13,50.50,5,9.14,50.71,2,9.09,50.26,3,9.09,50.35,1,9.12,50.19
4,9.00,59.50,5,9.32,1:00.03,3,9.19,59.45,2,9.04,59.39,1,8.99,59.18
4,9.14,1:08.64,5,9.62,1:09.65,3,9.12,1:08.57,2,8.91,1:08.30,1,9.05,1:08.23
4,9.22,1:17.86,5,9.90,1:19.55,3,9.19,1:17.76,2,9.23,1:17.53,1,9.23,1:17.46
4,9.37,1:27.23,5,10.20,1:29.75,3,9.26,1:27.02,1,9.32,1:26.85,2,9.45,1:26.91
