Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME,Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME
4,7.324,7.324,1,7.083,7.083,2,7.163,7.163,3,7.300,7.300
4,10.690,18.014,1,9.628,16.710,3,9.737,16.900,2,9.544,16.843
4,9.831,27.844,1,9.230,25.939,3,9.657,26.556,2,9.196,26.039
4,10.273,38.117,1,9.075,35.013,3,9.946,36.501,2,9.141,35.179
4,10.42,48.531,1,9.33,44.338,3,10.23,46.723,2,9.36,44.532
