HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME
1,6.72,6.72,2,6.85,6.85,3,7.20,7.20,5,8.11,8.11,4,7.28,7.28
1,8.65,15.37,2,8.61,15.46,3,8.84,16.04,5,9.30,17.41,4,8.88,16.16
1,8.06,23.43,2,8.10,23.56,3,8.41,24.45,5,9.56,26.97,4,8.40,24.56
1,8.28,31.71,2,8.25,31.81,3,8.74,33.19,5,10.04,37.01,4,8.72,33.28
1,8.51,40.196,2,8.50,40.288,3,8.97,42.144,5,10.85,47.828,4,8.94,42.203
