SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
2,12.52,12.52,1,12.49,12.49,4,12.79,12.79,3,12.68,12.68
1,9.43,21.95,3,9.65,22.14,4,9.45,22.24,2,9.38,22.06
1,9.65,31.60,3,9.63,31.77,4,9.62,31.86,2,9.61,31.67
1,9.68,41.28,3,9.75,41.52,4,9.75,41.61,2,9.73,41.40
1,9.62,50.90,3,9.58,51.10,4,9.57,51.18,2,9.58,50.98
1,9.57,1:00.47,3,9.54,1:00.64,4,9.55,1:00.73,2,9.59,1:00.57
1,9.51,1:09.98,3,9.54,1:10.18,4,9.55,1:10.28,2,9.50,1:10.07
1,9.55,1:19.53,2,9.51,1:19.69,3,9.68,1:19.96,4,23.77,1:33.84
1,9.83,1:29.356,2,9.69,1:29.380,3,10.37,1:30.324,0,,PEN
