Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
1,7.54,7.54,2,7.62,7.62,4,8.02,8.02,3,7.80,7.80
1,9.82,17.37,2,9.88,17.50,4,9.87,17.89,3,9.75,17.55
1,9.48,26.85,2,9.45,26.96,4,9.46,27.36,3,9.64,27.20
2,9.70,36.56,1,9.49,36.45,4,9.45,36.82,3,9.52,36.72
1,9.90,46.457,2,10.04,46.483,4,10.02,46.831,3,9.90,46.613
