Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Evelina RODIGARI POSITION,Evelina RODIGARI LAP TIME,Evelina RODIGARI ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
3,19.175,19.175,2,19.141,19.141,4,19.185,19.185,1,18.763,18.763
2,12.615,31.790,4,13.332,32.472,1,12.377,31.561,3,13.075,31.838
1,11.291,43.081,4,11.003,43.474,2,11.746,43.306,3,11.539,43.376
1,10.549,53.629,4,10.461,53.935,2,10.491,53.797,3,10.520,53.895
1,10.107,1:03.736,4,10.319,1:04.253,2,10.041,1:03.837,3,10.128,1:04.023
1,10.167,1:13.902,4,10.000,1:14.253,2,10.154,1:13.991,3,10.156,1:14.179
1,9.874,1:23.775,4,9.806,1:24.059,2,9.903,1:23.893,3,9.812,1:23.990
2,9.828,1:33.603,3,9.731,1:33.790,1,9.695,1:33.588,4,9.874,1:33.864
2,9.97,1:43.567,3,10.03,1:43.815,1,9.89,1:43.475,4,10.18,1:44.037
