STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
5,10.03,10.03,1,7.47,7.47,2,7.76,7.76,3,7.88,7.88,4,8.01,8.01
5,10.74,20.77,1,9.44,16.91,2,9.45,17.21,3,9.46,17.34,4,9.55,17.56
5,10.62,31.39,1,8.90,25.81,2,8.80,26.01,3,8.74,26.08,4,8.89,26.45
5,10.92,42.31,1,9.05,34.86,2,8.92,34.93,3,8.95,35.03,4,9.12,35.57
5,11.26,53.57,1,9.43,44.29,3,9.55,44.48,2,9.34,44.37,4,9.48,45.05
