Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
4,6.958,6.958,3,6.758,6.758,2,6.710,6.710,1,6.694,6.694
4,8.917,15.874,1,8.717,15.475,2,8.820,15.530,3,8.906,15.600
4,8.500,24.374,3,8.645,24.120,2,8.589,24.119,1,8.440,24.039
4,8.772,33.145,1,8.073,32.193,2,8.345,32.463,3,8.678,32.717
4,9.12,42.259,2,9.63,41.819,3,9.39,41.845,1,8.93,41.644
