Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Munkhdori GANTUMUR POSITION,Munkhdori GANTUMUR LAP TIME,Munkhdori GANTUMUR ELAPSED TIME
2,6.95,6.95,1,6.46,6.46,3,7.11,7.11,4,7.84,7.84
2,9.22,16.17,1,8.98,15.44,3,9.31,16.43,4,10.50,18.35
2,8.55,24.73,1,9.21,24.66,3,8.63,25.06,4,10.19,28.54
2,8.69,33.43,1,8.65,33.32,3,8.63,33.70,4,10.33,38.88
2,9.29,42.711,1,9.31,42.621,3,9.19,42.888,4,10.39,49.270
