Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
3,6.739,6.739,1,6.307,6.307,2,6.468,6.468,4,6.899,6.899
3,9.154,15.893,1,8.915,15.222,2,8.927,15.395,4,9.325,16.224
3,8.954,24.846,1,8.947,24.168,2,9.168,24.562,4,8.890,25.114
3,8.993,33.838,2,8.763,32.930,1,8.350,32.911,4,8.876,33.990
3,9.44,43.275,2,9.51,42.439,1,9.30,42.211,4,9.37,43.355
