Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Matthieu de BOISSET POSITION,Matthieu de BOISSET LAP TIME,Matthieu de BOISSET ELAPSED TIME
1,7.042,7.042,4,7.278,7.278,3,7.074,7.074,2,7.073,7.073
1,9.330,16.372,3,9.339,16.616,4,9.592,16.666,2,9.390,16.463
4,9.424,25.795,2,8.921,25.537,3,8.983,25.648,1,9.005,25.467
4,9.314,35.109,2,9.215,34.751,3,9.202,34.850,1,9.253,34.720
2,9.20,44.306,1,9.39,44.135,3,29.76,1:04.608,0,,DQ
