Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME
3,15.6839,15.6839,4,15.7896,15.7896,1,15.6256,15.6256,2,15.6739,15.6739
2,12.1176,27.8015,3,12.1598,27.9494,1,12.0946,27.7202,4,12.3300,28.0039
3,11.0174,38.8189,4,11.1687,39.1181,2,11.0970,38.8172,1,10.4921,38.4960
2,10.2209,49.0398,4,10.2226,49.3407,3,10.3894,49.2066,1,10.4467,48.9427
2,9.7525,58.7923,4,9.6088,58.9495,3,9.6061,58.8127,1,9.6198,58.5625
3,9.1016,1:07.8939,4,9.2122,1:08.1617,1,9.0065,1:07.8192,2,9.2725,1:07.8350
2,9.1877,1:17.0816,4,9.1308,1:17.2925,1,8.9880,1:16.8072,3,9.3848,1:17.2198
2,9.2878,1:26.3694,3,9.3074,1:26.5999,1,9.1938,1:26.0010,4,9.6034,1:26.8232
2,9.54,1:35.904,3,9.43,1:36.024,1,9.53,1:35.532,4,10.01,1:36.826
