Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME
1,6.82,6.82,3,7.02,7.02,2,6.91,6.91,5,7.16,7.16,4,7.14,7.14
1,8.87,15.69,5,9.19,16.21,3,8.86,15.77,4,8.96,16.12,2,8.61,15.75
1,8.47,24.16,3,8.38,24.59,5,9.69,25.46,4,8.54,24.66,2,8.59,24.34
1,8.45,32.61,3,8.35,32.94,4,8.76,34.22,5,14.46,39.12,2,8.39,32.73
1,8.62,41.23,0,8.37,41.31,4,8.98,43.201,5,14.96,54.081,0,8.56,41.29
