Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
1,14.490,14.490,2,14.640,14.640,3,14.710,14.710,4,14.820,14.820
1,11.900,26.390,2,11.810,26.460,3,11.760,26.470,4,11.710,26.530
1,10.430,36.830,3,10.570,37.030,2,10.370,36.850,4,10.560,37.100
2,10.280,47.110,3,10.210,47.250,1,10.120,46.980,4,10.210,47.310
4,10.650,57.770,3,10.260,57.520,1,10.310,57.290,2,10.160,57.480
4,10.400,1:08.170,3,10.560,1:08.080,1,10.570,1:07.870,2,10.560,1:08.040
4,10.770,1:18.950,2,10.560,1:18.640,1,10.600,1:18.470,3,10.770,1:18.810
4,10.760,1:29.710,2,10.880,1:29.520,1,10.780,1:29.260,3,10.810,1:29.620
4,10.820,1:40.530,3,10.880,1:40.400,1,10.820,1:40.090,2,10.740,1:40.370
