UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
3,14.38,14.38,1,14.17,14.17,2,14.25,14.25,5,14.76,14.76,4,14.54,14.54
3,11.28,25.66,1,11.29,25.46,2,11.30,25.55,5,11.19,25.95,3,11.12,25.66
4,10.29,35.95,2,10.22,35.68,3,10.28,35.83,5,10.39,36.34,1,9.78,35.44
4,9.86,45.81,2,9.84,45.52,3,9.87,45.70,5,10.22,46.56,1,10.06,45.50
4,9.73,55.54,1,9.65,55.17,3,9.72,55.42,5,10.51,57.07,2,9.80,55.30
4,9.63,1:05.17,1,9.66,1:04.83,3,9.64,1:05.06,5,11.23,1:08.30,2,9.66,1:04.96
4,9.63,1:14.80,1,9.58,1:14.41,3,9.56,1:14.62,5,12.44,1:20.74,2,9.56,1:14.52
4,9.79,1:24.59,1,9.56,1:23.97,3,9.63,1:24.25,5,13.56,1:34.30,2,9.60,1:24.12
4,10.27,1:34.86,1,9.75,1:33.72,3,9.63,1:33.88,5,13.05,1:47.35,2,9.74,1:33.86
